Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Square Footage,Square Footage Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Phone,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
Athol Area YMCA,https://ymcaathol.org/,Athol,MA,YMCA / JCC,basketball; futsal,Indoor,,,,,,,,(978) 249-3305,ekimball@ymcaathol.org,,,,,,,,ymcaathol.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://ymcaathol.org/ | https://ymcaathol.org/membership/membership-info/ | https://ymcaathol.org/membership/financial-assistance/ | https://ymcaathol.org/membership/the-y-in-orange/ | https://ymcaathol.org/membership/main-street-gym/ | https://ymcaathol.org/programs/aquatics/swim-team/,Playwright,https://ymcaathol.org,https://ymcaathol.org/,
Avidity Volleyball Club,https://www.avidityvolleyball.com/,Danvers,MA,Indoor Sports Complex,volleyball,Indoor,,,,,,,,,,info@avidityvolleyball.com,,,,,,,avidityvolleyball.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.avidityvolleyball.com/ | https://www.avidityvolleyball.com/aboutus | https://www.avidityvolleyball.com/programs,Playwright,https://avidityvolleyball.com,https://www.avidityvolleyball.com/,
Ayer Parks Department: Online Registration by MyRec.com Recreation Management Software,https://ayerma.myrec.com/info/default.aspx,Ayer,MA,Unknown,basketball; volleyball,Indoor,,,,,,,,(978) 870-8306,,,,,,,,,ayerma.myrec.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://ayerma.myrec.com/info/default.aspx | https://ayerma.myrec.com/info/activities/default.aspx | https://ayerma.myrec.com/info/facilities/default.aspx | https://ayerma.myrec.com/info/dept/default.aspx | https://ayerma.myrec.com/info/contact/default.aspx | https://ayerma.myrec.com/info/dept/ | https://ayerma.myrec.com/info/activities/,Playwright,https://ayerma.myrec.com,https://ayerma.myrec.com/info/default.aspx,
Babson College,https://babsonathletics.com/,Williamstown,MA,College / University,tennis; basketball; volleyball; badminton; squash; racquetball,Indoor,2,"th strength and cardio equipment, a 25-yard indoor pool, an indoor track, a dance studio, two squash courts, a racquetball court, and full locker rooms with access to ...",,,,,,(781) 235-1200,,,,,,,,,babsonathletics.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://babsonathletics.com/ | https://babsonathletics.com/sports/2023/5/17/information-athletic-performance-2020.aspx | https://babsonathletics.com/sports/2023/6/27/directions-to-babsons-athletics-facilities.aspx | https://babsonathletics.com/sports/2024/8/22/2024-programs.aspx | https://babsonathletics.com/honors/babson-athletics-hall-of-fame | https://babsonathletics.com/staff-directory | https://babsonathletics.com/sports/2023/5/17/excellencefund.aspx,Playwright,https://babsonathletics.com,https://babsonathletics.com/,
BBN,https://www.bbns.org/,Cambridge,MA,School,tennis; basketball; volleyball,Indoor,,,24649,"... The Nicholas Athletic Center is a versatile indoor athletic facility rental featuring 24,649 sq ft of flexible space that can be converted into an ice rink, ... Our campuses, located in th",,,,(617) 547-6100,,,,,,,,,bbns.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.bbns.org/ | https://www.bbns.org/educator-preparation-programs/ | https://www.bbns.org/leadership/ | https://www.bbns.org/athletics/ | https://www.bbns.org/athletics/grade-b-5/ | https://www.bbns.org/athletics/grade-6-8/,Playwright,https://bbns.org,https://www.bbns.org/,
Belmont Youth Basketball Association,https://belmontyouthbasketball.com/,Belmont,MA,School,basketball,Indoor,,,,,,,,,,info@belmontyouthbasketball.com,,,,,,,belmontyouthbasketball.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://belmontyouthbasketball.com/ | https://belmontyouthbasketball.com/in-town-programs/ | https://belmontyouthbasketball.com/travel-programs/,Playwright,https://belmontyouthbasketball.com,https://belmontyouthbasketball.com/,
Below the Rim - Premier Basketball Camp,https://belowtherim.com/,Sudbury,MA,Unknown,basketball,Indoor,,,,,,,,(508) 333-5880,michael@belowtherim.org,,,,,,,,belowtherim.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://belowtherim.com/ | https://belowtherim.com/about-us/ | https://belowtherim.com/facility/ | https://belowtherim.com/our-basketball-camp-staff/ | https://belowtherim.com/contact-us/,Playwright,https://belowtherim.com,https://belowtherim.com/,
Beyond Soccer Lawrence,https://www.beyondsoccerlawrence.org/,Lawrence,MA,College / University,futsal,Indoor,,,,,Stephanie,McArdle,Executive Director,(978) 681-5050,stephanie@beyondsoccerlawrence.org,,,,,,,,beyondsoccerlawrence.org,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.beyondsoccerlawrence.org/ | https://www.beyondsoccerlawrence.org/contact-us/ | https://www.beyondsoccerlawrence.org/our-story-3/ | https://www.beyondsoccerlawrence.org/our-story-3/our-staff/ | https://www.beyondsoccerlawrence.org/programs/ | https://www.beyondsoccerlawrence.org/programs/summer-enrichment/ | https://www.beyondsoccerlawrence.org/programs/soccer/lys/,Playwright,https://beyondsoccerlawrence.org,https://www.beyondsoccerlawrence.org/,
Black Rock Country Club,https://www.blackrockcountryclub.com/,Hingham,MA,Country Club,tennis,Indoor,5,"asset Tennis Club. ... 19 Clubhouse Drive, Hingham, MA 02043 The tennis facility includes 5 courts consisting of a Har-Tru composite as well as hard surface. Our club offers 3 lighted padd",,,,,,(781) 749-1919,,info@blackrockcountryclub.com,,,,,,,blackrockcountryclub.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.blackrockcountryclub.com/ | https://www.blackrockcountryclub.com/about-us | https://www.blackrockcountryclub.com/membership | https://www.blackrockcountryclub.com/about-us/directions | https://www.blackrockcountryclub.com/membership/careers | https://www.blackrockcountryclub.com/about-us/guest-information,Playwright,https://blackrockcountryclub.com,https://www.blackrockcountryclub.com/,
BobWiltse.com,https://www.bobwiltse.com/,Concord,MA,Unknown,pickleball; basketball,Indoor,3,"Pickleball Concord MA Area: Top Courts & Venues in Concord, MA Jun 14, 2025 ... Details: 3 indoor courts for hourly rental and Concord Rec programming. Contact DJ Fimiani (978‑287‑1053) to reser",,,Marketing,Experience,Founder,(978) 793-1719,,,marketing@bobwiltse.com,marketing.experience@bobwiltse.com,marketingexperience@bobwiltse.com,mexperience@bobwiltse.com,m.experience@bobwiltse.com,marketinge@bobwiltse.com,bobwiltse.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.bobwiltse.com/ | https://www.bobwiltse.com/about-5 | https://www.bobwiltse.com/contact,Playwright,https://bobwiltse.com,https://www.bobwiltse.com/,
Bosse,https://bosse.net/,Natick,MA,Unknown,pickleball,Indoor,,,100000,"ICK, PLAY PICKLEBALL AND GRAB A GOURMET MEAL IN ONE STOP WBZ NEWS RADIO NATICK MALL OPENS 100,000 SQUARE FOOT PICKLEBALL FACILITY BOSTON MAGAZINE WHERE TO EAT IN GREATER BOSTON FOR DECEMBER 2024 THE",Bosse,Co,Founder,(617) 609-1800,,info@bosse.net,bosse@bosse.net,bosse.co@bosse.net,bosseco@bosse.net,bco@bosse.net,b.co@bosse.net,bossec@bosse.net,bosse.net,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://bosse.net/ | https://bosse.net/contact/ | https://bosse.net/compare-memberships/ | https://bosse.net/about-us/,Playwright,https://bosse.net,https://bosse.net/,
Boston Pickle Club,https://www.bostonpickleclub.com/,Norwell,MA,Private Club,pickleball; tennis; squash,Indoor,10,"... The facility at 77 Accord Park Drive in Norwell spans 28,000 square feet and features ten indoor courts. The space features 20-foot clear ceiling ... The facility at 77 Accord Park Drive in Nor",28000,"in Norwell, we ... Norwell, MA ... The facility at 77 Accord Park Drive in Norwell spans 28,000 square feet and features ten indoor courts. The space features 20-foot clear ceiling ... The facility",,,,(617) 272-3422,,,,,,,,,bostonpickleclub.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.bostonpickleclub.com/ | https://www.bostonpickleclub.com/membership | https://www.bostonpickleclub.com/about,Playwright,https://bostonpickleclub.com,https://www.bostonpickleclub.com/,
Boston Sports Institute,https://wellesleysportscenter.com/,Wellesley,MA,Fieldhouse,basketball,Indoor,,,130000,"NING WHERE WE PLAY ABOUT BOSTON SPORTS INSTITUTE The Boston Sport Institute, is a massive 130,000 sq. ft. multi use recreation facility that will feature two NHL regulation ice surfaces (one ful",THOMAS,BENJES,General Manager,(781) 489-5088,,,thomas@wellesleysportscenter.com,thomas.benjes@wellesleysportscenter.com,thomasbenjes@wellesleysportscenter.com,tbenjes@wellesleysportscenter.com,t.benjes@wellesleysportscenter.com,thomasb@wellesleysportscenter.com,wellesleysportscenter.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://wellesleysportscenter.com/ | https://wellesleysportscenter.com/about/ | https://wellesleysportscenter.com/programs-1/ | https://wellesleysportscenter.com/contact-us/,Playwright,https://wellesleysportscenter.com,https://wellesleysportscenter.com/,
Boston Tennis Community,https://tennisnortheast.com/,Boston,MA,Racquet / Tennis Club,tennis; badminton; squash,Indoor,1,"ynnfield MS 505 Main St., Lynnfield MA 01940 185 Matches Played Here 4 Courts Medford - Rhone Tennis Courts 54 Mystic River Rd, Medford MA 02155 6 Matches Played Here 5 Courts Middleton - NorthEast",,,,,,,tennisleaguenetwork@gmail.com,,,,,,,,tennisnortheast.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://tennisnortheast.com/ | https://tennisnortheast.com/thanks/partner_flow | https://tennisnortheast.com/Boston-Tennis-Courts | https://tennisnortheast.com/partner-program | https://tennisnortheast.com/thanks/partner_flow.htm | https://tennisnortheast.com/Boston-Tennis-Lessons | https://tennisnortheast.com/info/contact-email,Playwright,https://tennisnortheast.com,https://tennisnortheast.com/,
Boston University,https://www.bu.edu/,Boston,MA,College / University,tennis; basketball; volleyball; badminton; squash; racquetball,Indoor,2,games and tournaments Dodgeball is not permitted Student groups may reserve a maximum of 2 courts ...,,,,,,(617) 358-1796,,,,,,,,,bu.edu,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.bu.edu/ | https://www.bu.edu/academics/degree-programs/ | https://www.bu.edu/research/offices-contacts/research-support-offices/ | https://www.bu.edu/research/our-research/facts-figures/grant-awards/ | https://www.bu.edu/globalprograms/global-activity-support/ | https://www.bu.edu/about/ | https://www.bu.edu/about/admin/,Playwright,https://bu.edu,https://www.bu.edu/,
Boston Volleyball (BVA) Adult & Youth Volleyball in New England!,https://bostonvolleyball.com/,,MA,Private Club,volleyball,Indoor,,,,,,,,(857) 919-4500,,,,,,,,,bostonvolleyball.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://bostonvolleyball.com/ | https://bostonvolleyball.com/skillsprograms.php | https://bostonvolleyball.com/contactus.html | https://bostonvolleyball.com/philosophy.html,Playwright,https://bostonvolleyball.com,https://bostonvolleyball.com/,
BostonGlobe.com,https://www.bostonglobe.com/,Boston,MA,College / University,tennis; basketball,Indoor,,,,,,,,(617) 929-3100,,,,,,,,,bostonglobe.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.bostonglobe.com/ | https://www.bostonglobe.com/contact/ | https://www.bostonglobe.com/2026/08/18/sports/wnba-td-garden-boston-sun-sparks/ | https://www.bostonglobe.com/2026/08/18/opinion/moulton-markey-senate-endorsement/ | https://www.bostonglobe.com/2026/08/18/business/women-doctor-leaders-medicine/ | https://www.bostonglobe.com/video/2026/08/18/sports/basketball/wnba/sad-about-it-wnba-fans-in-boston-lament-connecticut-suns-relocation-to-houston/ | https://www.bostonglobe.com/about/staff-list/columnist/tara-sullivan/,Playwright,https://bostonglobe.com,https://www.bostonglobe.com/,
Boxford Athletic Association,https://baasports.sportngin.com/,Boxford,MA,Indoor Sports Complex,basketball; volleyball; futsal,Indoor,,,,,,,,,,,,,,,,,baasports.sportngin.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://baasports.sportngin.com/ | https://baasports.sportngin.com/page/show/92604-contact,Playwright,https://baasports.sportngin.com,https://baasports.sportngin.com/,
"Bridgewater Sports Complex, Bridgewater , MA",https://bridgewater-sports.ezleagues.ezfacility.com/,,MA,Sportsplex,basketball; volleyball,Indoor,,,22000,"rk Oliari as one of the premier sports facilities ... Dome 1 - 120' x 190' Sportsplex Our 22,000-square-foot turf field plays host to leagues, tournaments, team practices, classes, clinics, parties",,,,(508) 697-8318,dome.staff@bridgewaterdome.com,info@bridgewaterdome.com,,,,,,,bridgewaterdome.com,Confirmed Indoor,Indoor court language found on site. MA location evidence: zip. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://bridgewater-sports.ezleagues.ezfacility.com/ | https://bridgewater-sports.ezleagues.ezfacility.com/about_us.aspx | https://bridgewater-sports.ezleagues.ezfacility.com/contact_us.aspx,Playwright,https://bridgewater-sports.ezleagues.ezfacility.com,https://bridgewater-sports.ezleagues.ezfacility.com/,
